name	stars	title	content
Gail Y.	5	Love my new lipsticks!!	Love my new lipsticks!!
Karen V.	5	Great 💄	Love the lipstick
Cheri H.	5	Love it!	Love it!
Samantha S.	5	Very cute color!	This color is very cute and I love it!
Karen T.	5	I purchased one just to	I purchased one just to try. I will be buying more. All your claims are valid.  Really like the product!
Carole G.	5	Very nice	Does not bleed. I would like a darker color too.
Renee S.	5	Moisture and Creamy	Love the Color My World lipsticks!  So far it’s ‘me’ trying to find just the right ‘natural’ lip shade. One would think placing two orders of the 3-packs would get it!😉 I understand the photos, and my phone are factors. GREAT coverage, and texture. HAPPY CUSTOMER ~ I’m sharing the news.
Gail G.	5	Love These Lipsticks	I'm happy I tried these lipsticks. The colors are very true to what the website shows. They are very moisturizing and long lasting. Also a very good price for the quality of the product.
Faye R.	5	Idaho	So far I am very happy with my Mint To Be lip treatment. Use it several times a day and when I go to bed, my lips are in better condition just after a week. Thank you.
Diane	5	Very nice lipstick	The colors in this set are quite neutral so they don’t put much color on my lips (I’m fair skinned and my natural lip color is not much darker), which is OK. The feel is essentially invisible- not heavy or greasy.
Katherine C.	5	Excellent product	I love how this goes on the lip and stays put. It’s the perfect combination of not too shiny and not too matte. Plus, I love the fact that each purchase supports a cause.
Priscilla E.	5	This is a very nice	This is a very nice color.
Diane Q.	5	Just as advertised	I seldom wear lipstick because of bleeding and feathering. But this is product got such good reviews that I decided to take a chance. So glad i did. The Huntress is very neutral. Next time I'm going to try something with a bit more color.
Lilia S.	5	Sunset	The color is beautiful. goes on very smoothly and looks great. Will order it again. Thank you.
Sarah W.	5	Like no other	I've tried all makes of lipstick, and thought another try wouldn't hurt. My purchase from Color the World was a fantastic choice. It's smooth, lasts a long time, and I love the color selection. Highly recommend!
Elizabeth E.	5	Love the colors. Love the	Love the colors. Love the feel.
Peggy T.	5	Great color, goes on smoothly,	Great color, goes on smoothly, lasts a long time.
Ana P.	5	Awesome color, love it.	Awesome color, love it.
Karen E.	5	Love the color	Love the color
Ashley A.	5	Love it!! Perfect shade of	Love it!! Perfect shade of red
Lisa C.	5	Favorite Color	This is my favorite color in this lipstick. Beautiful color, good coverage, smooth coverage - good quality. It's also nice to know that a portion of the price of the product will go to a charity.
Cindy V.	5	Love this color	I originally purchased "Empowerment" and it was too light for me. This shade is just perfect! I love that the tubes are cardboard and can be recycled! Thanks Color My World for a great lipstick!
Donna W.	5	Lipstick boom!!	I am so happy with my purchase and the color! Will be shopping again for more colors. The creamy formula is amazing! Total win!!!
Ashley A.	5	Love it!! Perfect shade of	Love it!! Perfect shade of red
Lisa C.	5	Favorite Color	This is my favorite color in this lipstick. Beautiful color, good coverage, smooth coverage - good quality. It's also nice to know that a portion of the price of the product will go to a charity.
Susan R.	5	This is a product that actually claims what it says it will do, or more correctly, in this case doesn’t do!	I love it, it really doesn’t creep into those little (or not so little ) vertical lines around your lips. The colors may not be as “deep” as other lipsticks, but I’ve always been a blender. I chose the Southern Red 3 pack bundle & I just blend until I get the shade I want. Thank you 🙏 Zen eastern suburb of Cleveland
Charlotte R.	5	I’m so happy with my	I’m so happy with my pretty in pink it’s awesome long lasting and very moist.. Received it in a timely manner. Will definitely be ordering again.
Linda C.	5	I really love these lipsticks.	I really love these lipsticks. It’s all I use now. I like that it doesn’t bleed. And the tubes are colorful and make it easy to pick the color you want.
Rachelle P.	5	Great Lipstick	Smooth and soft. Great colors.
Alice B.	5	Just fine in both colors,	Just fine in both colors, which are soft, and sustainability..
Sue M.	5	Strong Women Pack	Great lipstick! Love the subtle colors. Very nice for Senior women.
Rachelle P.	5	Great Lipstick	Smooth and soft. Great colors.
Alice B.	5	Just fine in both colors,	Just fine in both colors, which are soft, and sustainability..
Sue M.	5	Strong Women Pack	Great lipstick! Love the subtle colors. Very nice for Senior women.
Christy W.	5	Love!	I am loving my Color the World lipsticks. Colors are beautiful...and they blend well together. The Southern Red has been a little drying but I just add a little chapstick first... seems to help.
Noreen M.	5	Surfberry	Attractive color. Gentle and moisturizing.
Joan R.	5	Perfect	Color is elegant, no smearing. It works well on my older lips.
Louise W.	5	Coco razz	I really like the color and the fact it doesn’t feather.
Patricia B.	5	I am happy to help support this cause	I love this lipstick; the color, the way it feels soothing on my lips and the pretty case it is in. I have many of the lipsticks and like them all!
Eileen B.	5	Great color	lives up to hype
Kathleen S.	5	The best new lipstick I	The best new lipstick I have ever tried.
Christy W.	5	Love!	I am loving my Color the World lipsticks. Colors are beautiful...and they blend well together. The Southern Red has been a little drying but I just add a little chapstick first... seems to help.
Noreen M.	5	Surfberry	Attractive color. Gentle and moisturizing.
Diana M.	5	Review	I am impressed by the smooth texture of the lipsticks and the application is long lasting. Also I feel good about the fact that a portion of the purchase price is going to help a cause. Good product!
Stephanie P.	5	I absolutely love the whole	I absolutely love the whole concept of these lipsticks. The colors are beautiful and the feel on the lips is exquisite. On top of that is the mission of this company which is powerful! I will promote this company whenever I can.
Maria C.	5	Huntress a little more subdued...	but looks great and feels great too. Knowing I helped with a furbaby to find a home is even better!
Madonna M.	5	Excellent product	I have super dry lips and this lipstick is very creamy and does not dry out my lips. The color is lovely.
Michelle B.	5	A favorite	Great lipstick in great packaging!
Erin R.	5	Great product for a great cause	I recommend this product. Unique packaging cuts down on cost and doesn’t hurt the product or the planet. The color was perfect for my complexion. I highly recommend it. I will buy again.
Randa B.	5	Mint To Be	This product is awesome. Very moist. I will buy more of these.
Saundra S.	5	I haven’t worn lipstick in	I haven’t worn lipstick in years! Love this product and will recommend to my friends. Love the causes
Sheila U.	5	flawless	I am extremely pleased with my purchase and will probably purchase another.Thank you a great product and humanitary work ! Bravo
April C.	5	gorgeous color in all three that	I have bought. great moisturizing. I love the packaging too and especially love sharing with a good cause. makes my head feel as good as my lips
Joann L.	5	Love the colors	Love the colors
Jennifer B.	5	Love them!	They are so creamy and feel amazing on. The neutral does have more “pink” in them than I except but love the whole product.
Elena P.	5	Lovely color	Goes on smoothly with a.nice soft texture. Not tacky or greasy. The color is a beautiful neutral.
Tracy D.	5	Beautiful!	I bought 3 lipsticks and I love all 3! Surf berry is my everyday go to lipstick. This brand doesn’t make your lips feel dry! I highly recommend this product and I will purchase again!
Lynn B.	5	Flawless lip color	Nice pink shade!
Dorothy S.	5	Love, love this lipstick!!!!!!	I really love this lipstick, not only the colors I chose but the way it feels on my lips!!!!! It is great and when you consider you are helping a good cause at the same time, it makes the purchase even better.
Janet S.	5	I love these lipsticks! This	I love these lipsticks! This is the 5th color I have ordered and it is a great neutral peachy color. I love it for every day use. Great product and great color.
